-2.053386999440827768e-02,-2.053386999440738950e-02,2.673086753096984847e-01,1.508761849163426372e-01
-2.053386999440827768e-02,-1.387176995177803018e+00,2.321293702092448175e-01,-5.734875979517887190e-01
-2.053386999440827768e-02,-2.753820120361198498e+00,2.040986983322649329e-01,-1.324591358860927492e+00
-4.661191440243550588e+00,-2.753820120361198498e+00,1.084520641611924491e-01,-1.431886088005935864e+00
-2.053386999440827768e-02,-4.120463245544593534e+00,1.643254701792276895e-01,-1.862860639452656786e+00
-4.661191440243550588e+00,-4.120463245544593534e+00,1.228990019070678869e-01,-1.981376671363867858e+00
-9.301849010492693637e+00,-4.120463245544593534e+00,4.081359332319924732e-02,-2.009949097310652633e+00
-2.053386999440827768e-02,-5.487106370727989457e+00,1.039830472721490484e-01,-2.022664340135916561e+00
-4.661191440243550588e+00,-5.487106370727989457e+00,1.241020615863499960e-01,-2.147704139788908950e+00
-9.301849010492693637e+00,-5.487106370727989457e+00,1.056239048235777384e-01,-2.170053115898258334e+00
-2.053386999440827768e-02,-6.853749495911385381e+00,3.482301703394885539e-02,-1.747301889808896114e+00
-4.661191440243550588e+00,-6.853749495911385381e+00,1.162568109213576867e-01,-1.887827261686997327e+00
-9.301849010492693637e+00,-6.853749495911385381e+00,1.649331817408873080e-01,-1.920492915107431253e+00
-1.394250658074183491e+01,-6.853749495911385381e+00,2.091090390088380380e-01,-1.880668435554518458e+00
-2.053386999440827768e-02,-8.220392621094781305e+00,-2.336085659290135577e-02,-1.005823256538340926e+00
-4.661191440243550588e+00,-8.220392621094781305e+00,1.083564076305290474e-01,-1.170870816869771680e+00
-9.301849010492693637e+00,-8.220392621094781305e+00,2.151041141383200350e-01,-1.229429824926774995e+00
-1.394250658074183491e+01,-8.220392621094781305e+00,3.084481739898680686e-01,-1.218596273423213194e+00
-1.858316415099097796e+01,-8.220392621094781305e+00,3.744908043642338202e-01,-1.219889644571119591e+00
-2.053386999440827768e-02,-9.587035746278175452e+00,-5.206227638483940101e-02,2.783059061906997256e-01
-4.661191440243550588e+00,-9.587035746278175452e+00,1.112014531569833903e-01,8.406680108962112652e-02
-9.301849010492693637e+00,-9.587035746278175452e+00,2.586148506272877290e-01,-1.087078167741171303e-02
-1.394250658074183491e+01,-9.587035746278175452e+00,3.888454800285047752e-01,-4.565936059138350767e-02
-1.858316415099097796e+01,-9.587035746278175452e+00,4.921831803826676177e-01,-1.140452269602682811e-01
-2.322382172124012101e+01,-9.587035746278175452e+00,5.694157889736106704e-01,-2.775372881818168325e-01
-2.053386999440827768e-02,-1.095367887146157315e+01,-3.637176071211226797e-02,2.259721494195892078e+00
-4.661191440243550588e+00,-1.095367887146157138e+01,1.384882243513281541e-01,2.035232560288703585e+00
-9.301849010492693637e+00,-1.095367887146157138e+01,3.080396544360832767e-01,1.896721903888101579e+00
-1.394250658074183491e+01,-1.095367887146157138e+01,4.643910761226461292e-01,1.800548728516105257e+00
-1.858316415099097796e+01,-1.095367887146157138e+01,6.020843109425452200e-01,1.642838379786571545e+00
-2.322382172124012101e+01,-1.095367887146157138e+01,7.409085188179087567e-01,1.329193428591254333e+00
-2.053386999440827768e-02,-1.232032199664496908e+01,3.594842988623654645e-02,5.145646667083560999e+00
-4.661191440243550588e+00,-1.232032199664496908e+01,2.075458330653179306e-01,4.894811300865977266e+00
-9.301849010492693637e+00,-1.232032199664496730e+01,3.858732430615381959e-01,4.706887869436624960e+00
-1.394250658074183491e+01,-1.232032199664496730e+01,5.626464352328732765e-01,4.530669645781853383e+00
-1.858316415099097796e+01,-1.232032199664496730e+01,7.353096476073160970e-01,4.254165130678499551e+00
-2.322382172124012101e+01,-1.232032199664496730e+01,9.317786762562297875e-01,3.751854903164287602e+00
-2.786447929148926050e+01,-1.232032199664496730e+01,1.195785958220357381e+00,3.024435370320511574e+00
2.053386999440827768e-02,-2.053386999440738950e-02,-2.673086753096984847e-01,1.508761849163426372e-01
2.053386999440827768e-02,-1.387176995177803018e+00,-2.321293702092448175e-01,-5.734875979517887190e-01
2.053386999440827768e-02,-2.753820120361198498e+00,-2.040986983322649329e-01,-1.324591358860927492e+00
4.661191440243550588e+00,-2.753820120361198498e+00,-1.084520641611924491e-01,-1.431886088005935864e+00
2.053386999440827768e-02,-4.120463245544593534e+00,-1.643254701792276895e-01,-1.862860639452656786e+00
4.661191440243550588e+00,-4.120463245544593534e+00,-1.228990019070678869e-01,-1.981376671363867858e+00
9.301849010492693637e+00,-4.120463245544593534e+00,-4.081359332319924732e-02,-2.009949097310652633e+00
2.053386999440827768e-02,-5.487106370727989457e+00,-1.039830472721490484e-01,-2.022664340135916561e+00
4.661191440243550588e+00,-5.487106370727989457e+00,-1.241020615863499960e-01,-2.147704139788908950e+00
9.301849010492693637e+00,-5.487106370727989457e+00,-1.056239048235777384e-01,-2.170053115898258334e+00
2.053386999440827768e-02,-6.853749495911385381e+00,-3.482301703394885539e-02,-1.747301889808896114e+00
